exhibitor_name,domain,contact_number,mail,location,country,booth_no,desc,linkedin_url,city,profile_url,event_date,event_venue,source_url,source_year,organization_id
Fröling Heizkessel- und Behälterbau GmbH,froeling.com,+49 4372 486060,info@froeling.com,"Industriestraße 12, 4710, Grieskirchen, Austria",Austria,Hall A1 | 450,,,Grieskirchen,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--Fr-ling-Heizkessel-und-Beh-lterbau-GmbH--131172,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131172
FTK Filter Technik Kausch GbR,heizungsfilter.de,+49 4133 3344,info@heizungsfilter.de,"Birkenweg 16, 21382, Brietlingen, Germany",Germany,Hall A1 | 167,"FTK Filter Technik Kausch is a German based leader in sidestream micro filtration for closed circuit water systems such as heating and cooling systems in Europe. We deliver heavy duty plug-and-play equipment for professionals only. Our filter units are designed to filter large water circuit systems and free the circulating water from any solid particles, espescially corrosion products and other debris. Each unit can be equipped with very strong magnetite separators in addition to the micro filter cartridges. We offer stationary as well as mobile filter equipment. Units are also suitable for CPC Cleaning. FTK has a history of more than 25 years and thousands of filter units inplemented. Visit us and get in contact!",,Brietlingen,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--FTK-Filter-Technik-Kausch-GbR--131381,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131381
G+H ISOLIERUNG GmbH,guh-group.com,+49 621 502305,info@guh-group.com,"Janderstraße 3, 68199, Mannheim, Germany",Germany,Hall B7 | 569,"We are among the leading specialists in technical building protection. Our range of services encompasses thermal, cold, acoustic, and fire protection (WKSB), refurbishment, and door and gate services. With over 100 years of experience and around 40 locations across Germany and neighboring countries, we are committed to customer proximity and reliable project execution. As part of VINCI Energies, we are integrated into the global network of one of the world’s leading construction and energy service groups.",,Mannheim,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--G-H-ISOLIERUNG-GmbH--131330,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131330
GALVANY Energy GmbH,galvany.de,+49 176 35510363,vivien.klassen@galvany.de,"Kantstraße 127, 10625, Berlin, Germany",Germany,Hall A1 | 531,,,Berlin,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--GALVANY-Energy-GmbH--131658,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131658
GC-GRUPPE,gc-gruppe.de,+49 421 2029-0,info@gc-gruppe.de,"Altenwall 6, 28195, Bremen, Germany",Germany,Hall B4 Ground floor | 316,"The GC GRUPPE comprises over 100 specialist wholesalers in building services, with more than 920 branches throughout Germany. Your reliable local wholesale partner. Great work needs top-notch kit. Quality, variety and service – all from a single source. Whether on the building site, in the workshop or during installation: with our comprehensive range of tools, you’ll be perfectly equipped for any challenge. We offer high-quality branded products, innovative solutions and reliable service – all from a single source. We offer you: - Branded quality: only tried-and-tested manufacturers for maximum reliability - Expert advice: our specialists will help you choose - Flexibility: Purchase and comprehensive service from a single source Experience our tools first-hand at ABEX. Would you like to discover our tools beyond the exhibition stand? No problem! At our ABEX stores, you’ll find a wide selection of tools and accessories – available immediately and with expert advice. Visit us at one of our 920 ABEX locations near you and see the quality and variety for yourself.",,Bremen,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--GC-GRUPPE--131481,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131481
Geberit Vertriebs GmbH,geberit.de,+49 7552 934-01,sales.de@geberit.com,"Theuerbachstraße 1, 88630, Pfullendorf, Germany",Germany,Hall B6 | 422,,,Pfullendorf,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--Geberit-Vertriebs-GmbH--131386,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131386
GEBO Armaturen GmbH,gebo.de,02104 800330,info@gebo.de,"Gold-Zack-Straße 7-9, 40822, Mettmann, Germany",Germany,Hall B6 | 109,"GEBO better. easier. faster. Mit der Entwicklung des Temperguss Klemmverbinders revolutioniert GEBO vor fast 90 Jahren den Markt und vereinfachte und beschleunigte die Arbeit der Installateure zum ersten Mal. Seither widmet sich GEBO einer klaren Vision: Die Arbeit der Installateure durch intelligente Lösungen zu verbessern, zu vereinfachen und zu beschleunigen. Unser Anspruch ist es, hochwertige und langlebige Systeme anzubieten, die effizientes und effektives Arbeiten ermöglichen. Wir setzen Maßstäbe in der Entwicklung, Produktion und dem Verkauf von Systemen für Rohrverbindungen und -reparaturen, spezialisiert auf Stahl-, Polyethylen-, Kupfer- und Mehrschichtenverbundrohre. Täglich kommen unsere Produkte europaweit im öffentlichen, privaten und industriellen Bereich zum Einsatz. Unsere Lösungen sind darauf ausgerichtet, den Installateuren die besten Werkzeuge an die Hand zu geben und deshalb steht GEBO für Qualität und Zuverlässigkeit.",,Mettmann,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--GEBO-Armaturen-GmbH--131346,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131346
Gebr. Kemper GmbH + Co.KG,kemper-group.com,+49 2761 891-0,info@kemper-group.com,"Harkortstraße 5, 57462, Olpe, Germany",Germany,Hall B6 | 632,,,Olpe,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--Gebr-Kemper-GmbH-Co-KG--131155,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131155
GEWISS Deutschland GmbH,gewiss.com,+49 6471 5010,gewiss-de@gewiss.com,"Industriestraße 2, 35799, Merenberg, Germany",Germany,Hall B5 | 349,"GEWISS Gruppe Mit 28 Produktionsstandorten, über 100 Ländervertretungen und mehr als 3.300 Mitarbeitern zählt die GEWISS Gruppe weltweit zu den führenden Anbietern der Elektrotechnikbranche. Das breit gefächerte Sortiment umfasst mehr als 20.000 hochwertige Produkte zu einem hervorragenden Preis-Leistungs-Verhältnis. In den Bereichen Installationstechnik, Energieverteilung, Gebäudeautomation, Elektromobilität sowie Lichttechnik bietet die GEWISS-Gruppe ihren Kunden innovative Komplettlösungen aus einer Hand.",,Merenberg,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--GEWISS-Deutschland-GmbH--131324,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131324
GF (Uponor GmbH),uponor.com,+49 9521 690-0,messe.de.smb.bfs@georgfischer.com,"Industriestraße 56, 97437, Hassfurt, Germany",Germany,Hall B6 | 148,"GF, with a rich history in industrial innovation since 1802, is actively reshaping itself to become the global leader in Flow Solutions for Industry, Infrastructure and Buildings. GF delivers Excellence in Flow by providing essential products and solutions that enable the safe and sustainable transport of fluids worldwide. As part of its strategic transformation, GF divested GF Machining Solutions on 30 June 2025 and has signed an agreement to divest its GF Casting Solutions division. Headquartered in Switzerland, GF employs about 15’700 professionals and is present in 46 countries. In 2024, GF generated sales of CHF 4’776 million. GF is listed on the SIX Swiss Exchange. #ExcellenceInFlow",,Hassfurt,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--GF-Uponor-GmbH--131561,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131561
GIF ActiveVent GmbH,gif-activevent.com,+49 7664 9302-11,info@gif-activevent.com,"Brühlstraße 7, 79112, Freiburg, Germany",Germany,Hall A4 | 411,"Seit der Gründung unseres Unternehmens im Jahre 1976 haben wir bereits zahlreiche Projekte mit GIF Be- und Entlüftungsdecken in den verschiedensten Großküchen weltweit realisiert. Wir sind nach ISO 9001:2015 zertifiziert und setzen hohe lebensmittel rechtliche Anforderungen durch die erfolgreiche Einführung des HACCP*-Konzepts im Haus um. Das flächenaktive GIF Lüftungsdeckensystem entspricht allen gängigen VDI Richtlinien, DIN und EN Normen. Somit und durch die Produktion am Standort Freiburg in Deutschland sind wir in der Lage unseren Kunden maßgeschneiderte Systeme unter hohen qualitativen Voraussetzungen anzubieten. Vom Inflight-Catering mit bis zu 120.000 Portionen täglich über die Gemeinschaftsverpflegung bis zur individuellen Sterneküche sind wir der zuverlässige Ansprechpartner für Fachplaner, Architekten, Investoren und Anwender.",,Freiburg,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--GIF-ActiveVent-GmbH--131662,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131662
GIFAS ELECTRIC GmbH,gifas.de,+49 2137 105-0,verkauf@gifas.de,"Borsigstraße 9, 41469, Neuss, Germany",Germany,Hall B5 | 357,"GIFAS ELECTRIC GmbH – Qualität mit System. Seit 1957. Die GIFAS ELECTRIC GmbH entwickelt, fertigt und vertreibt seit über 65 Jahren hochwertige Lösungen für die sichere Stromverteilung und professionelle Lichttechnik. Am Standort Neuss entstehen Produkte und individuelle Systemlösungen, die täglich in Industrie, Bauwesen, Verkehr, öffentlicher Infrastruktur sowie bei Einsatz- und Rettungskräften zuverlässig im Einsatz sind. Als Teil der internationalen GIFAS Gruppe mit vier Standorten in Europa und rund 280 Mitarbeitenden verbinden wir langjährige Erfahrung mit modernem Engineering und einer konsequenten Qualitätsphilosophie. Unser Anspruch lautet seit jeher: Qualität mit System. Unser Portfolio umfasst unter anderem: Stromverteilungssysteme für stationäre und mobile Anwendungen Vollgummi-Verteiler und Kabelmanagement Industrie- und Arbeitsplatzbeleuchtung Hallen-, Außen- und Infrastrukturbeleuchtung Unterflurverteiler und Energiepoller Energiesäulen und Ladeinfrastruktur Individuelle Sonderlösungen nach Kundenanforderung Viele unserer Produkte entstehen in enger Zusammenarbeit mit unseren Kunden. Von der ersten Beratung über die Konstruktion und Fertigung bis hin zur Inbetriebnahme begleiten wir Projekte aus einer Hand. So entstehen Lösungen, die technisch überzeugen und sich optimal in die jeweiligen Einsatzbedingungen integrieren. Unsere Produkte kommen überall dort zum Einsatz, wo Zuverlässigkeit, Sicherheit und Langlebigkeit entscheidend sind – beispielsweise in Produktionsstätten, auf Baustellen, in Verkehrsanlagen, Kommunen, Logistikzentren, Industrieunternehmen oder bei Feuerwehren und anderen BOS-Organisationen. Neben einem breiten Standardsortiment mit über 20.000 Artikeln entwickeln wir regelmäßig kundenspezifische Lösungen für anspruchsvolle Anwendungen. Moderne Fertigungsprozesse, zertifizierte Qualitätsstandards nach DIN EN ISO 9001 und DIN EN ISO 14001 sowie hochwertige Materialien bilden die Grundlage für langlebige Produkte ""Made in Neuss"". Besuchen Sie uns auf der Messe und lernen Sie unsere neuesten Entwicklungen in den Bereichen Stromverteilung, Lichttechnik und Infrastruktur kennen. Unsere Experten beraten Sie gerne persönlich und zeigen Ihnen, wie sich individuelle Anforderungen wirtschaftlich und zukunftssicher umsetzen lassen. GIFAS ELECTRIC GmbH – Ihr Partner für professionelle Strom- und Lichtlösungen.",,Neuss,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--GIFAS-ELECTRIC-GmbH--131185,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131185
Gira Giersiepen GmbH & Co. KG,partner.gira.de,+49 2195 6020,info@gira.de,"Dahlienstraße 12, 42477, Radevormwald, Germany",Germany,Hall B7 | 350,"Die Gira Giersiepen GmbH & Co. KG mit Sitz in Radevormwald zählt zu den führenden Komplettanbietern intelligenter Systemlösungen für die elektrotechnische und vernetzte digitale Gebäudesteuerung. Mit seinen zahlreichen Entwicklungen prägt und beeinflusst das Familienunternehmen seit seiner Gründung im Sommer 1905 die Welt der Elektroinstallation und Gebäudesteuerung. Der zukunftsträchtigen Entwicklung zu intelligent vernetzten Smartbuilding-Systemen und zur Digitalisierung von Gebäuden hat Gira als Smartbuilding-Pionier der ersten Stunde mit vielfältigen Innovationen wie etwa dem Gira HomeServer von Beginn an maßgebliche Impulse gegeben. Dabei stehen Gira Produkte und Lösungen für deutsche Ingenieurskunst, für Qualität „Made in Germany“, für nachhaltige Prozesse bei ihrer Herstellung und einen möglichst umwelt- und ressourcenschonenden Betrieb, für Perfektion in Form und Funktion – vor allem aber dafür, dass sie den Menschen das Leben ein Stück einfacher, komfortabler und sicherer machen.",,Radevormwald,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--Gira-Giersiepen-GmbH-Co-KG--131221,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131221
