exhibitor_name,domain,contact_number,mail,location,country,company_name,booth,description,city,linkedin_url
Regenerative Medicine CDMO Subsidy Office,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Regenerative Medicine CDMO Subsidy Office,R-29,Exhibitor in Regenerative Medicine Japan,Yokohama,
Regional Data Core inc.,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Regional Data Core inc.,V-51,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
Reju,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Reju,D-73,Exhibitor in BioJapan,Yokohama,
Rejuvenate Biomed,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Rejuvenate Biomed,C-35,Exhibitor in BioJapan,Yokohama,
REM Analytics,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,REM Analytics,,Exhibitor in BioJapan,Yokohama,
Rena Therapeutics,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Rena Therapeutics,D-49,Exhibitor in BioJapan,Yokohama,
Rentschler Biopharma SE,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Rentschler Biopharma SE,C-68,Exhibitor in BioJapan,Yokohama,
Renzoku Biologics,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Renzoku Biologics,C-28,Exhibitor in BioJapan,Yokohama,
RePHAGEN,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,RePHAGEN,A-09,Exhibitor in BioJapan,Yokohama,
RePHAGEN / SANYO FINE,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,RePHAGEN / SANYO FINE,B-74,Exhibitor in BioJapan,Yokohama,
"RePHAGEN Co. Ltd. / SANYO FINE CO., LTD.",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"RePHAGEN Co. Ltd. / SANYO FINE CO., LTD.",B-74,Exhibitor in BioJapan,Yokohama,
Report Ocean,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Report Ocean,C-56,Exhibitor in BioJapan,Yokohama,
Reqbio Bioscience,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Reqbio Bioscience,C-65,Exhibitor in BioJapan,Yokohama,
"ReqMed Company, Ltd.",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"ReqMed Company, Ltd.",V-42,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
Research Donors,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Research Donors,C-13,Exhibitor in BioJapan,Yokohama,
Research Institute for Animal Science in Biochemistry and Toxicology,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Research Institute for Animal Science in Biochemistry and Toxicology,B-57,Exhibitor in BioJapan,Yokohama,
Research Institute of Innovative Technology for the Earth,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Research Institute of Innovative Technology for the Earth,,Exhibitor in BioJapan,Yokohama,
"Research Institute of Innovative Technology for the Earth / Green Chemicals Co., Ltd.",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"Research Institute of Innovative Technology for the Earth / Green Chemicals Co., Ltd.",C-16,Exhibitor in BioJapan,Yokohama,
Resolian Bioanalytics,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Resolian Bioanalytics,D-95,Exhibitor in BioJapan,Yokohama,
Resorna,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Resorna,B-50,Exhibitor in BioJapan,Yokohama,
Resurrence Japan,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Resurrence Japan,C-39,Exhibitor in BioJapan,Yokohama,
Retrieva,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Retrieva,D-21,Exhibitor in BioJapan,Yokohama,
Revamp,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Revamp,A-11,Exhibitor in BioJapan,Yokohama,
Revascular Bio,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Revascular Bio,A-06,Exhibitor in BioJapan,Yokohama,
RevolKa,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,RevolKa,B-72,Exhibitor in BioJapan,Yokohama,
Richmond Pharmacology,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Richmond Pharmacology,C-24,Exhibitor in BioJapan,Yokohama,
Ricoh Biosciences,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Ricoh Biosciences,B-05,Exhibitor in BioJapan,Yokohama,
RIKEN,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,RIKEN,,Exhibitor in BioJapan,Yokohama,
RIKEN Center for integrative Medical Sciences,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,RIKEN Center for integrative Medical Sciences,A-27,Exhibitor in BioJapan,Yokohama,
RIKEN GENESIS,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,RIKEN GENESIS,A-01,Exhibitor in BioJapan,Yokohama,
Rist,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Rist,A-06,Exhibitor in BioJapan,Yokohama,
Roche,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Roche,,Exhibitor in BioJapan,Yokohama,
Roche Diagnostics,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Roche Diagnostics,D-38,Exhibitor in BioJapan,Yokohama,
ROHTO Pharmaceutical,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,ROHTO Pharmaceutical,R-28,Exhibitor in Regenerative Medicine Japan,Yokohama,
RORZE Lifescience Inc.,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,RORZE Lifescience Inc.,R-06,Exhibitor in Regenerative Medicine Japan,Yokohama,
RYODEN CORPORATION,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,RYODEN CORPORATION,B-78,Exhibitor in BioJapan,Yokohama,
"RyuWell CO.,LTD.",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"RyuWell CO.,LTD.",A-09,Exhibitor in BioJapan,Yokohama,
"S & K Biopharma, Inc.",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"S & K Biopharma, Inc.",V-66,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
S'UIMIN,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,S'UIMIN,B-09,Exhibitor in BioJapan,Yokohama,
S-RACMO（Regenerative Medicine CDMO Subsidy Office）,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,S-RACMO（Regenerative Medicine CDMO Subsidy Office）,R-29,Exhibitor in Regenerative Medicine Japan,Yokohama,
Safety Research Institute for Chemical Compounds,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Safety Research Institute for Chemical Compounds,B-44,Exhibitor in BioJapan,Yokohama,
Saga University,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Saga University,A-53,Exhibitor in BioJapan,Yokohama,
Sagacity,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Sagacity,B-80,Exhibitor in BioJapan,Yokohama,
Saisei Ventures LLC,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Saisei Ventures LLC,,Exhibitor in BioJapan,Yokohama,
Saitama Medical University,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Saitama Medical University,A-50,Exhibitor in BioJapan,Yokohama,
SalivaTech,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,SalivaTech,A-05,Exhibitor in BioJapan,Yokohama,
Samsung Biologics,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Samsung Biologics,C-72/PTR-13,Exhibitor in BioJapan,Yokohama,
SAMURAI Biotech Association,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,SAMURAI Biotech Association,V-42,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
Sanamedi. inc,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Sanamedi. inc,V-51,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
SANKEN SETSUBI KOGYO,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,SANKEN SETSUBI KOGYO,,Exhibitor in Regenerative Medicine Japan,Yokohama,
"SANKEN, The University of Osaka",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"SANKEN, The University of Osaka",A-43,Exhibitor in BioJapan,Yokohama,
SANPLATEC,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,SANPLATEC,R-16,Exhibitor in Regenerative Medicine Japan,Yokohama,
Sapala Company Limited,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Sapala Company Limited,V-07,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
Sapporo Medical University,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Sapporo Medical University,A-07,Exhibitor in BioJapan,Yokohama,
SAROUTE,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,SAROUTE,R-24,Exhibitor in Regenerative Medicine Japan,Yokohama,
Sartorius Stedim Japan,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Sartorius Stedim Japan,C-38,Exhibitor in BioJapan,Yokohama,
"SBI Pharmaceuticals Co., Ltd.",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"SBI Pharmaceuticals Co., Ltd.",V-57,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
"SCAD (Stem Cell & Device Laboratory, Inc.)",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"SCAD (Stem Cell & Device Laboratory, Inc.)",V-48,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
Sci-Key Biotech Inc.,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Sci-Key Biotech Inc.,B-20,Exhibitor in BioJapan,Yokohama,
Science Aid,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Science Aid,H-12,Exhibitor in healthTECH JAPAN,Yokohama,
Scientia Clinical Research,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Scientia Clinical Research,D-95,Exhibitor in BioJapan,Yokohama,
SCIWIN Laboratories,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,SCIWIN Laboratories,D-26,Exhibitor in BioJapan,Yokohama,
Secarna Pharmaceuticals GmbH & Co. KG,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Secarna Pharmaceuticals GmbH & Co. KG,B-73,Exhibitor in BioJapan,Yokohama,
Seed Planning,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Seed Planning,,Exhibitor in Regenerative Medicine Japan,Yokohama,
Seiken,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Seiken,C-34,Exhibitor in BioJapan,Yokohama,
Seiko Future Creation,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Seiko Future Creation,B-79,Exhibitor in BioJapan,Yokohama,
SEKISUI CHEMICAL,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,SEKISUI CHEMICAL,D-36,Exhibitor in BioJapan,Yokohama,
Selvita,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Selvita,C-69,Exhibitor in BioJapan,Yokohama,
SEMITEC,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,SEMITEC,R-32,Exhibitor in Regenerative Medicine Japan,Yokohama,
Senno Therapeutics,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Senno Therapeutics,D-47,Exhibitor in BioJapan,Yokohama,
SENTAN Pharma Inc.,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,SENTAN Pharma Inc.,V-61,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
SERVIER,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,SERVIER,PTR-12,Exhibitor in BioJapan,Yokohama,
Setolabo,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Setolabo,,Exhibitor in BioJapan,Yokohama,
Setsuro Tech,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Setsuro Tech,B-49,Exhibitor in BioJapan,Yokohama,
Shanghai Medicilon,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Shanghai Medicilon,D-20,Exhibitor in BioJapan,Yokohama,
Shibaura Institute of Technology,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Shibaura Institute of Technology,A-50,Exhibitor in BioJapan,Yokohama,
Shiga University of Medical Science,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Shiga University of Medical Science,B-04,Exhibitor in BioJapan,Yokohama,
SHIMIZU,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,SHIMIZU,D-88,Exhibitor in BioJapan,Yokohama,
Shonan Health Innovation Park (Shonan iPark),,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Shonan Health Innovation Park (Shonan iPark),C-32,Exhibitor in BioJapan,Yokohama,
SiccaNova Therapeutics [NINEJP],,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,SiccaNova Therapeutics [NINEJP],,Exhibitor in BioJapan,Yokohama,
Siegfried DINAMIQS,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Siegfried DINAMIQS,D-34,Exhibitor in BioJapan,Yokohama,
Silk Renaissance,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Silk Renaissance,A-09,Exhibitor in BioJapan,Yokohama,
Silk Strand Pharmaceuticals,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Silk Strand Pharmaceuticals,B-50,Exhibitor in BioJapan,Yokohama,
Singularity Pharma,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Singularity Pharma,B-84,Exhibitor in BioJapan,Yokohama,
Sino Biological Japan,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Sino Biological Japan,C-52,Exhibitor in BioJapan,Yokohama,
SK Pharmteco,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,SK Pharmteco,D-30,Exhibitor in BioJapan,Yokohama,
SKAN JAPAN KK,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,SKAN JAPAN KK,D-80,Exhibitor in BioJapan,Yokohama,
SKY MEDICAl JAPAN,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,SKY MEDICAl JAPAN,A-06,Exhibitor in BioJapan,Yokohama,
SleepWell Inc.,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,SleepWell Inc.,V-79,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
Smart MCs,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Smart MCs,D-95,Exhibitor in BioJapan,Yokohama,
SMC Laboratories,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,SMC Laboratories,D-02,Exhibitor in BioJapan,Yokohama,
Snore Free,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Snore Free,,Exhibitor in BioJapan,Yokohama,
Socience Tokyo,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Socience Tokyo,B-04,Exhibitor in BioJapan,Yokohama,
SODAI Therapeutics Inc.,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,SODAI Therapeutics Inc.,V-08,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
Solallis Bio Inc.,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Solallis Bio Inc.,V-22,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
SONIRE Therapeutics,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,SONIRE Therapeutics,V-45,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
Soteria Bio,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Soteria Bio,D-30,Exhibitor in BioJapan,Yokohama,
Southern Knights' Laboratory,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Southern Knights' Laboratory,A-09,Exhibitor in BioJapan,Yokohama,
Southern Research,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Southern Research,C-27,Exhibitor in BioJapan,Yokohama,
Space BD,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Space BD,C-44,Exhibitor in BioJapan,Yokohama,
SPERA PHARMA,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,SPERA PHARMA,D-06,Exhibitor in BioJapan,Yokohama,
"SPERA PHARMA, Inc.",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"SPERA PHARMA, Inc.",D-06,Exhibitor in BioJapan,Yokohama,
SPHinX,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,SPHinX,B-72,Exhibitor in BioJapan,Yokohama,
Spiber,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Spiber,A-05,Exhibitor in BioJapan,Yokohama,
Spring Bio Solution,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Spring Bio Solution,D-05,Exhibitor in BioJapan,Yokohama,
SRL,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,SRL,,Exhibitor in Regenerative Medicine Japan,Yokohama,
SRL & Shizuoka Cancer Center Collaborative Laboratories,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,SRL & Shizuoka Cancer Center Collaborative Laboratories,D-58,Exhibitor in BioJapan,Yokohama,
St. Luke's International University,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,St. Luke's International University,A-30,Exhibitor in BioJapan,Yokohama,
St. Marianna University School of Medicine,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,St. Marianna University School of Medicine,B-04,Exhibitor in BioJapan,Yokohama,
StapleBio,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,StapleBio,A-09,Exhibitor in BioJapan,Yokohama,
"State of Montana, USA",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"State of Montana, USA",D-71,Exhibitor in BioJapan,Yokohama,
Steminent Biotherapeutics,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Steminent Biotherapeutics,D-26,Exhibitor in BioJapan,Yokohama,
StemRIM,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,StemRIM,B-50,Exhibitor in BioJapan,Yokohama,
STRIDER LIFESCIENCES PRIVATE LIMITED,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,STRIDER LIFESCIENCES PRIVATE LIMITED,D-05,Exhibitor in BioJapan,Yokohama,
Summit Pharmaceuticals International Corporation,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Summit Pharmaceuticals International Corporation,,Exhibitor in BioJapan,Yokohama,
Sun&Genes Pharmaceuticals,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Sun&Genes Pharmaceuticals,C-76,Exhibitor in BioJapan,Yokohama,
SunFlare,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,SunFlare,B-53,Exhibitor in BioJapan,Yokohama,
"SunFlare Co., Ltd.",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"SunFlare Co., Ltd.",V-44,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
Sunlit Seedlings,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Sunlit Seedlings,B-72,Exhibitor in BioJapan,Yokohama,
Surzen Biotherapeutics,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Surzen Biotherapeutics,A-03,Exhibitor in BioJapan,Yokohama,
"SUSMED, Inc.",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"SUSMED, Inc.",V-09,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
Sussex Research Laboratories,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Sussex Research Laboratories,B-84,Exhibitor in BioJapan,Yokohama,
Swallow Pharma,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Swallow Pharma,B-52,Exhibitor in BioJapan,Yokohama,
Swanielle,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Swanielle,D-108,Exhibitor in BioJapan,Yokohama,
Swiftpharma,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Swiftpharma,C-35,Exhibitor in BioJapan,Yokohama,
Swiss Biotech Association,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Swiss Biotech Association,D-34,Exhibitor in BioJapan,Yokohama,
Swiss Biotech Pavilion,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Swiss Biotech Pavilion,D-34,Exhibitor in BioJapan,Yokohama,
Swissnex in Japan,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Swissnex in Japan,,Exhibitor in BioJapan,Yokohama,
Switzerland Innovation,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Switzerland Innovation,D-34,Exhibitor in BioJapan,Yokohama,
Sygnature Discovery,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Sygnature Discovery,D-67,Exhibitor in BioJapan,Yokohama,
SYNCROSOME,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,SYNCROSOME,B-06,Exhibitor in BioJapan,Yokohama,
Synendos Therapeutics,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Synendos Therapeutics,,Exhibitor in BioJapan,Yokohama,
Syneos Health,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Syneos Health,B-34,Exhibitor in BioJapan,Yokohama,
SYNOESIS THERAPEUTICS,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,SYNOESIS THERAPEUTICS,B-06,Exhibitor in BioJapan,Yokohama,
SYNRA,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,SYNRA,A-06,Exhibitor in BioJapan,Yokohama,
SynSmart Rasayan Research,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,SynSmart Rasayan Research,D-76,Exhibitor in BioJapan,Yokohama,
Sysmex,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Sysmex,,Exhibitor in Regenerative Medicine Japan,Yokohama,
TA FRONTIER,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,TA FRONTIER,R-17-04,Exhibitor in BioJapan,Yokohama,
TAGCyx Biotechnologies Inc.,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,TAGCyx Biotechnologies Inc.,V-24,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
"Taiho Innovations, LTD",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"Taiho Innovations, LTD",V-05,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
Taikun Pharmaceutical Technology - Solvus,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Taikun Pharmaceutical Technology - Solvus,C-35,Exhibitor in BioJapan,Yokohama,
taiseikakou,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,taiseikakou,R-39,Exhibitor in Regenerative Medicine Japan,Yokohama,
Taiwan Bio Association,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Taiwan Bio Association,D-26,Exhibitor in BioJapan,Yokohama,
Taiwan Bio-Manufacturing,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Taiwan Bio-Manufacturing,D-26,Exhibitor in BioJapan,Yokohama,
Taiwan Cell Manufacturing Co.,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Taiwan Cell Manufacturing Co.,C-01,Exhibitor in BioJapan,Yokohama,
Taiwan Exosome,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Taiwan Exosome,D-26,Exhibitor in BioJapan,Yokohama,
Taiwan Pavilion,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Taiwan Pavilion,D-26,Exhibitor in BioJapan,Yokohama,
"TAIYO Pharma Tech Co., Ltd.（Regenerative Medicine CDMO Subsidy Office）",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"TAIYO Pharma Tech Co., Ltd.（Regenerative Medicine CDMO Subsidy Office）",R-29,Exhibitor in Regenerative Medicine Japan,Yokohama,
TAK-Circulator Co.,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,TAK-Circulator Co.,V-67,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
TAKARA BIO,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,TAKARA BIO,D-69,Exhibitor in BioJapan,Yokohama,
Takeda Pharmaceutical Company,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Takeda Pharmaceutical Company,PTR-06,Exhibitor in BioJapan,Yokohama,
TAKI CHEMILAC,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,TAKI CHEMILAC,D-07,Exhibitor in BioJapan,Yokohama,
TandemAI,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,TandemAI,H-08,Exhibitor in healthTECH JAPAN,Yokohama,
Tasso-SNBL,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Tasso-SNBL,A-15,Exhibitor in BioJapan,Yokohama,
TauRx Pharmaceuticals,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,TauRx Pharmaceuticals,C-24,Exhibitor in BioJapan,Yokohama,
TBA,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,TBA,B-50,Exhibitor in BioJapan,Yokohama,
TCUBEit Inc.,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,TCUBEit Inc.,D-47,Exhibitor in BioJapan,Yokohama,
TechDoctor,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,TechDoctor,H-13,Exhibitor in healthTECH JAPAN,Yokohama,
TECHNO GUARD,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,TECHNO GUARD,V-97,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
"TechnoPro, Inc. TechnoPro R&D Company",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"TechnoPro, Inc. TechnoPro R&D Company",A-01,Exhibitor in BioJapan,Yokohama,
TECHNOsolutions,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,TECHNOsolutions,B-26,Exhibitor in BioJapan,Yokohama,
TEIJIN,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,TEIJIN,R-17-03,Exhibitor in BioJapan,Yokohama,
TEIJIN REGENET,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,TEIJIN REGENET,R-17-01 / R-17-02 / R-17-03 / R-17-04,Exhibitor in Regenerative Medicine Japan,Yokohama,
TEIJIN REGENET / TOHO HOLDINGS,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,TEIJIN REGENET / TOHO HOLDINGS,R-17-01,Exhibitor in Regenerative Medicine Japan,Yokohama,
Teikyo University,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Teikyo University,A-59,Exhibitor in BioJapan,Yokohama,
ten23 health,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,ten23 health,D-34,Exhibitor in BioJapan,Yokohama,
TenderHut,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,TenderHut,C-30,Exhibitor in BioJapan,Yokohama,
Terumo BCT JAPAN,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Terumo BCT JAPAN,R-46,Exhibitor in Regenerative Medicine Japan,Yokohama,
"Terumo BCT JAPAN, Inc",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"Terumo BCT JAPAN, Inc",R-46,Exhibitor in Regenerative Medicine Japan,Yokohama,
Testo,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Testo,R-04,Exhibitor in Regenerative Medicine Japan,Yokohama,
TEXCELL JAPAN,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,TEXCELL JAPAN,D-33,Exhibitor in BioJapan,Yokohama,
TFBS Bioscience,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,TFBS Bioscience,D-64,Exhibitor in BioJapan,Yokohama,
The Japan Pharmaceutical Manufacturers Association,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,The Japan Pharmaceutical Manufacturers Association,C-74,Exhibitor in BioJapan,Yokohama,
The Kitasato Institute,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,The Kitasato Institute,A-69,Exhibitor in BioJapan,Yokohama,
"The Ministry of Agriculture, Forestry and Fisheries ”Small/Startup Business Innovation Research Program”",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"The Ministry of Agriculture, Forestry and Fisheries ”Small/Startup Business Innovation Research Program”",B-49,Exhibitor in BioJapan,Yokohama,
