exhibitor_name,domain,contact_number,mail,location,country,company_name,booth,description,city,linkedin_url
Czech Blades s.r.o.,czechblades.cz,+420602523453,milan.masa@czechblades.cz,"Brnenska, 569 43, Jevicko, Czech Republic",Czech Republic,Czech Blades s.r.o.,A14,"Czech Blades company and its factory has been producing high-quality blades, razors and industrial knives for more than 75...",Jevicko,
"Daeil Beauty Collection Co., Ltd",beautyandperfumeintl.com,+8232-577-1711,salesteam1@magicare.co.kr,"Yeomjeon-ro201beon-gil, 41, 22137, Incheon, Korea, the Republic of (South)","Korea, the Republic of (South)","Daeil Beauty Collection Co., Ltd",C11,We have been exporting our goods under O.E.M. system over almost 30 years through other exporters and directly. We are the...,Incheon,
DAHRUM INTERNATIONAL,,+8210-8689-7047,real@dahrum.com,"#207, 2nd, Industry Research Center 40, Cheomdan-ro 8-gil, Jeju-si, Korea, the Republic of (South)","Korea, the Republic of (South)",DAHRUM INTERNATIONAL,C22,"Founded in 2014, DAHRUM International Co., Ltd., operates two skincare brands, EPONA(Premium Skincare) and VERTTY(for Sensitive...",Jeju-si,
DALAN KIMYA ENDUSTRI A.S.,dalan.com.tr,+905325651597,,"Umit mah. Kemalpasa cad.no:325, 35060, İzmir, Türkiye",Türkiye,DALAN KIMYA ENDUSTRI A.S.,B27,,İzmir,
"Dalian Zhongmeng Fashion Cosmetics Co., LTD",skcosmetics.ae,+8618698689837,grace@cnzhongmeng.com,"No. 36, Xingxian Street, Qixianling,, 116085, Dalian, China",China,"Dalian Zhongmeng Fashion Cosmetics Co., LTD",G21,ZM Beauty Supply is a premier international manufacturer specializing in bespoke cosmetic product development and full-spectrum...,Dalian,
Dalton Cosmetics GmbH,skcosmetics.ae,+4915141416296,export@dalton-cosmetics.com,"Hauptstraße 6, 94571, Schaufling, Germany",Germany,Dalton Cosmetics GmbH,G35,"Dalton Marine Cosmetics NATURAL, GENTLE AND EFFECTIVE The name DALTON stands for 50 years of experience in the field of marine...",Schaufling,
Dance Rose Cosmetics Trading LLC,skcosmetics.ae,+971543303567,camelliac@sohu.com,"Baniyas Sqaure, Deira, Dubai, United Arab Emirates",United Arab Emirates,Dance Rose Cosmetics Trading LLC,B38,Dance Rose Cosmetics Trading L.L.C is a dynamic company dedicated to providing premium beauty products worldwide. With a...,Dubai,
Dar Al Marjan Glass Coating LLC,,+97165352636,dmgcoating@gmail.com,"Industrial Area, Sharjah, United Arab Emirates",United Arab Emirates,Dar Al Marjan Glass Coating LLC,D28,,Sharjah,
Darong Beauty HK Limited,beautyandperfumeintl.com,,noemail@noemail.com,"290-296 Un Chau Street, Hong Kong, Hong Kong",Hong Kong,Darong Beauty HK Limited,B33,,Hong Kong,
Dauper S.A,,+34938470066,info@dauper.com,"c/Torrent de Terrades 9, 08474, Gualba, Spain",Spain,Dauper S.A,A09,Dauper S.A. is a family-owned company founded in Barcelona in 1988.They create and manufacture fragrances and flavors that...,Gualba,
Dehnee Perfume Factory LLC,khadlaj-perfumes.com,+97142859283,asdhamma@dehnee.com,"St. 18 B, Umm Ramool, 37886, Dubai, United Arab Emirates",United Arab Emirates,Dehnee Perfume Factory LLC,C11,"Dehnee, a luxury perfume brand founded in the UAE in 1990, redefines 21st-century luxury with its exquisite fragrances crafted...",Dubai,
"Department of Foreign Trade (DFT), Ministry of Commerce, Thailand",dft.co.th,+6625474744,apiinspire@gmail.com,"Nonthaburi Rd., Bangkrasor, Muang District 563, 11000, Nonthaburi Province, Thailand",Thailand,"Department of Foreign Trade (DFT), Ministry of Commerce, Thailand",D34,,Nonthaburi Province,
DEPILEVE,depileve.com,,fbouhenna@drv.es,"C/ Oro 10, 28770, Colmenar Viejo, Spain",Spain,DEPILEVE,H21,"DRV-PHYTOLAB, a leader in professional beauty for over 50 years, is renowned for quality, expertise, and trust. With ISO...",Colmenar Viejo,
Dermhub Laboratories Pte Ltd,,+65124122389,support@krxaesthetics.com,"Circular Road #02-01 68, 049422, Singapore, Singapore",Singapore,Dermhub Laboratories Pte Ltd,E29,Dermhub Laboratories Pte Ltd is a Singaporean group of companies that manufactures Cosmeceutical and professional products...,Singapore,
"DERMSTORY co., Ltd",,+82821025513643,moniquemian135@gmail.com,"Gunpo-si, 15850, Gyeonggi-do, Korea, the Republic of (South)","Korea, the Republic of (South)","DERMSTORY co., Ltd",H09,"Experience your skin changing every day! We do our best to lead cosmetic market by researching, developing and distributing...",Gyeonggi-do,
Desert Gate Trading L.L.C-FZ,desertgatetrading.com,+97145498231,info@desertgatetrading.com,"Meydan Road, Nad Al Sheba, Dubai, United Arab Emirates",United Arab Emirates,Desert Gate Trading L.L.C-FZ,C36,Desert Gate Trading LLC FZ is a Dubai-based trading and distribution company with a diverse portfolio spanning premium fragrances...,Dubai,
DESERT ROSE PACKAGING & PACKING MAT.TR. SOLE PROPRIETORSHIP L.L.C,,+971557527445,desertroseppmt@gmail.com,"Industrial Area 17, Sharjah, United Arab Emirates",United Arab Emirates,DESERT ROSE PACKAGING & PACKING MAT.TR. SOLE PROPRIETORSHIP L.L.C,D25,Desert Rose Packaging Solutions is one of the pioneers in perfumery packing solutions based in Sharjah. We are the stockists...,Sharjah,
Devi GmbH,,+4917650007275,marketing@sapcotegec.com,"Tulpenstrasse, 47057, Duisburg, Germany",Germany,Devi GmbH,K28,,Duisburg,
DGF Trading LLC,,,daniel@dgftrading.com,"Al Qusais, 500001, Dubai, United Arab Emirates",United Arab Emirates,DGF Trading LLC,A17,"At S Group S.A.R.L., we are a leading cosmetics manufacturer based in Lebanon, dedicated to producing high-quality, safe...",Dubai,
"DH COSMETIC Co., Ltd.",skcosmetics.ae,+8231-606-3301,ana@pestlo.com,"13595 7F, 37, Hwangsaeul-ro 258 beon-gil, Bundang-gu, 13595, Seongnam-si, Korea, the Republic of (South)","Korea, the Republic of (South)","DH COSMETIC Co., Ltd.",B38,"For centuries, apothecaries in both the East and the West have devoted themselves to healing people through the power of...",Seongnam-si,
Dhalumal International Trading (L.L.C.),dhalumal.com,+97142267772,info@skycolorsfmcg.com,"New Diera, Dubai, United Arab Emirates",United Arab Emirates,Dhalumal International Trading (L.L.C.),E38,"A Legacy of Excellence Since 1976, Dhalumal Group has been a beacon of quality and innovation in Dubai. Founded by the visionary...",Dubai,
DINTO,dinto.co.kr,+8210-3058-0326,overseas@trendmaker.kr,"186Gasan digital 1-ro Geumcheon-gu, Seoul, Korea, the Republic of (South)","Korea, the Republic of (South)",DINTO,D23,Dinto is a contemporary beauty brand that transforms personal stories and emotions into a unique language of beauty. Inspired...,Seoul,
Direct Beauty LTDA,beautyandperfumeintl.com,+554599902-0501,hussein@directb.com.br,"2748, Brazil",Brazil,Direct Beauty LTDA,D25,"Mawwal Arabia is a modern fragrance house rooted in Middle Eastern heritage, dedicated to crafting scents that tell stories...",,
Disaar Trading (LLC),,+8617137866654,corazhang@livepro-beauty.com,"Al Salam Bldg Shop No 2, 186594, Dubai, United Arab Emirates",United Arab Emirates,Disaar Trading (LLC),B10,"LIVEPRO is a professional skincare and personal care manufacturer established in 2003, specializing in OEM, ODM and private...",Dubai,
Dison Tec LLC,,+97165349919,phoenixv@eim.ae,"Industrial Area, Emirates Road, 29170, Sharjah, United Arab Emirates",United Arab Emirates,Dison Tec LLC,"B12, B12","With 26 years of experience in the manufacturing and production industry, our journey reflects a legacy of growth, innovation...",Sharjah,
Distimex Group,distimex.com,+33321072529,distimex059@orange.fr,"Champs Elysees 34, 75008, Paris, France",France,Distimex Group,C12,,Paris,
DKHOON AL EMIRATIA,dkhoonemirates.com,+966565900294,export@dkhoonemirates.com,"6105, Saudi Arabia",Saudi Arabia,DKHOON AL EMIRATIA,"B32, H12","With 10+ years in the fragrance industry, DKHONI offers a diverse portfolio of perfumes, oud, bakhoor, body mists, diffusers...",,
DKHOUN NATIONAL TRADING COMPANY,dkhoun.com,+966112440224,info@dkhoun.com,"King Fahd Road, Ar Rhmanyah District,, 12341, Riyadh, Saudi Arabia",Saudi Arabia,DKHOUN NATIONAL TRADING COMPANY,C23,"DKHOUN is one of Saudi Arabia's leading fragrance brands, recognized for its premium positioning, strong market presence...",Riyadh,
DLCosmetics OE,cosmetics.ge,+302109939939,drevanis@cosmetics.gr,"Soulion STR 30, 173 42, Athens, Greece",Greece,DLCosmetics OE,B25,"Manufacturers and wholesalers of Ecstasy Perfumes, consists of fragance mists, lotions and eau de toilettes.",Athens,
DOGRU KALIP PLASTIK VE İNSAAT LTD. STİ.,,+905076036630,satis@dogruplastikkalip.com,"Mehmet Akif Ersoy Mah. Gurbetciler Sok. No:4B, Arnavutkoy, Istanbul, Türkiye",Türkiye,DOGRU KALIP PLASTIK VE İNSAAT LTD. STİ.,A14,,Istanbul,
Dogus Kozmetik Gida Insaat Turizm Ticaret A.S.,,+903122780535,export@doguskozmetik.com,"Saray Mah. 226.Sokak. No:3/1-2-3, Saraykoy, Kazan, 06980, Ankara, Türkiye",Türkiye,Dogus Kozmetik Gida Insaat Turizm Ticaret A.S.,D38,Dogus Cosmetic was founded in 1960 as a family business. Nowadays: 190 experienced staff 15.000 m2 and 7550 euro pallet...,Ankara,
Domaine Irzane & Victoria Esperance,,+212625-538188,hdenert31@sfr.fr,"Douar Ait Ali, BP 45, Serghina, 33000, Boulemane, Morocco",Morocco,Domaine Irzane & Victoria Esperance,A13,,Boulemane,
"Dongdonggurimoo Co., Ltd",,+828225423292,sales@lebelage.co.kr,"6F, 85, DEUNGYONG-RO,, Seoul, Korea, the Republic of (South)","Korea, the Republic of (South)","Dongdonggurimoo Co., Ltd",C27,"Dongdonggurimu Co., Ltd. is a South Korean cosmetics company best known for its skincare brand LEBELAGE. The company, located...",Seoul,
DONGGUAN AM PACKAGING COMPANY LIMITED,,+8683304688,benny@ampackaging.com.cn,"5Th Building No, Dongguan, China",China,DONGGUAN AM PACKAGING COMPANY LIMITED,F17,,Dongguan,
"Dongguan Bidisco Electric Co., Ltd",bidisco.com,+8676988939913,,"No.297, Jiangnan Road, Qishi Town, 523500, Dongguan, China",China,"Dongguan Bidisco Electric Co., Ltd",H12,,Dongguan,
"DONGGUAN CHOEBE PLASTIC PRODUCTS CO., LTD.",,+8613802450292,fanny-lin@choebe.com,"Shipai Town, 523000, Dongguan, China",China,"DONGGUAN CHOEBE PLASTIC PRODUCTS CO., LTD.",H09,,Dongguan,
Dongguan City Dizhong Hardware Products co. Ltd.,wa.me,+86769853074085,damon@junbohardware.com,"Humen Town, 523000, Dongguan, China",China,Dongguan City Dizhong Hardware Products co. Ltd.,A26,,Dongguan,
"DONGGUAN HUAGON AUTOMATION CO.,LTD.",,+8613537808697,charlie@huagon.net,"NO.5 SHANGSHA INDUSTRIAL RD., 511700, DONGGUAN, China",China,"DONGGUAN HUAGON AUTOMATION CO.,LTD.",H41,,DONGGUAN,
"Dongguan Jinfeng Paper Products Co.,Ltd.",,+8613827261890,shirley@gdjinfeng.com.cn,"No.30,Wusha Xingsi Rd. Changan Town, 523858, Dongguan, China",China,"Dongguan Jinfeng Paper Products Co.,Ltd.",E43,,Dongguan,
"DONGGUAN KABO PACKAGING PRODUCTS CO.,LIMITED",,+8613923885250,carlie@kabo-pack.com,"Nanwu St. 2nd Rd. Houjie Town, 523960, DONGGUAN, China",China,"DONGGUAN KABO PACKAGING PRODUCTS CO.,LIMITED",D42,,DONGGUAN,
"Dongguan LIVO Electrical Co., Ltd",,+8613632983972,evan@livo-tech.com,"No. 18 Wanghe St. Xiegang Town, 523590, Dongguan City, China",China,"Dongguan LIVO Electrical Co., Ltd",I32,,Dongguan City,
"Dongguan Meinuo Electric Appliance Co.,Ltd",,+8613066967663,rebecca@minoo-elec.com,"Room 202, Building 1, No.33,, Dongguan city, China",China,"Dongguan Meinuo Electric Appliance Co.,Ltd",C36,,Dongguan city,
Dongguan Mingfeng Packaging Corporation Limited,mingfengdg.com,,597454166@qq.com,"Mingfeng Lnd. Park, 523049, Dongguan, China",China,Dongguan Mingfeng Packaging Corporation Limited,H28,,Dongguan,
"Dongguan Pengcheng JES Packaging Product Co., Ltd.",,+8686076982300842,support@jesindustrial.com,"Hudie 1st Road ,Tianxin , 16, Dongguan City, China",China,"Dongguan Pengcheng JES Packaging Product Co., Ltd.",I20,,Dongguan City,
"Dongguan Wangsheng Packaigng Products Co.,limited",wa.me,+8613416862047,172895694@qq.com,"Block 1 , No 17 Guangming Road, Dongguan, China",China,"Dongguan Wangsheng Packaigng Products Co.,limited",I23,,Dongguan,
"DONGGUAN XINGZE DAILY NECESSITIES CO., LTD.",xing.com,+8613929200248,andyli@fortunehk.cn,"Chang hong 4th Road Zhangkeng Industrial Park, 523000, DONGGUAN, China",China,"DONGGUAN XINGZE DAILY NECESSITIES CO., LTD.",F29,,DONGGUAN,
"DongGuan YueHong Industrial Investment Co.,ltd",,+8688999588,info@toppak.cn,"xingsi, Beihuan Road, Hengli Town, 139, 523000, Dongguan, China",China,"DongGuan YueHong Industrial Investment Co.,ltd",G40,,Dongguan,
"Dongguan Zhimi Electrical Technology Co., LTD",,+8615727894813,ceo@myvanebeauty.com,"No. 168, Ful East Road Building 6, Dongguan, China",China,"Dongguan Zhimi Electrical Technology Co., LTD",G37,"Dongguan Zhimi Electrical Technology Co., LTD is a national high-tech enterprise. The company specializes in research and...",Dongguan,
"Donghai Pianchuang Trading Co., Ltd",,+8618061348568,1170939843@qq.com,"No. 150, Donghai North RD. Niushan Town, 222399, LIANYUNGANG, China",China,"Donghai Pianchuang Trading Co., Ltd",F42,,LIANYUNGANG,
Dr. Glowed,drglowed.com,+971585592970,info@drglowed.com,"Dubai, United Arab Emirates",United Arab Emirates,Dr. Glowed,G26B,"Dr. Glowed is a newly launched, female-founded skincare brand born in the UAE, with products developed and manufactured in...",Dubai,
Dr. Renaud,,+97165739392,inventory@nazih.com,"Buhairah Corniche, Sharjah, United Arab Emirates",United Arab Emirates,Dr. Renaud,,,Sharjah,
DRAGONPACK LIMITED,,+8613486592496,julia@jintepackaging.com,"Cao'e 1001, Hong Kong",Hong Kong,DRAGONPACK LIMITED,J14,"We are a professional packaging supplier specializing in various bottles.jars, lids and other components for over l5 years...",,
Dreams ElHaboba,dreams-cosmetics.com,+201019666895,aliaa.elhajry@bbi.com.eg,"Industrial Zone Helwan Spot (146), 11731, Cairo, Egypt",Egypt,Dreams ElHaboba,C33,Dream Your Own Brand. From Your Vision to Your Beauty Brand. Transform your ideas into exceptional beauty products with...,Cairo,
Dremar Parfum International S.r.l.,sterlingparfums.com,+390817590289,info@dremarparfume.com,"Via F.S Correra, 11, 80135, NAPOLI, Italy",Italy,Dremar Parfum International S.r.l.,B44,"Founded in 2012, Dremar Parfum International, anItalian company, has established itself on theglobal stage with brands and...",NAPOLI,
Dress Cosmeetics Srl,dresscosmeetics.it,+393331922929,jessica.beretti@dresscosmeetics.it,"Via Ruggero Da Parma 7, 43126, Parma, Italy",Italy,Dress Cosmeetics Srl,F20,,Parma,
DSF Ingredients,,+971561118267,n.poinsignon@dsf-ingredients.com,"Concord Tower Office 2714, Dubai, United Arab Emirates",United Arab Emirates,DSF Ingredients,E38,"DSF Ingredients is a distribution company dedicated to promoting and marketing dsm-firmenich’s natural, synthetic, and renewable...",Dubai,
Dubai Municipality,dubaidet.gov.ae,+97142215555,nmdemerdash@dm.gov.ae,"5113, United Arab Emirates",United Arab Emirates,Dubai Municipality,E12,,,
Dubey Perfumers,dubeyperfumers.com,+914024474350,contact@dubeyperfumers.com,"Chandulal Baradari Colony, 500064, Hyderabad, India",India,Dubey Perfumers,A26,"Dubey Perfumers Dubey Perfume started its operations out of a 3,500 sq ft facility catering the local market of Kannauj...",Hyderabad,
Dullberg Konzentra Middle East DMCC,duellberg-konzentra.de,+97140507114260,n.arenja@duellberg-konzentra.de,"Jumeirah Lakes Towers, Dubai, United Arab Emirates",United Arab Emirates,Dullberg Konzentra Middle East DMCC,A02,"We create the perfect fragrance through creativity, experience, expertise and raw materials of the highest purity and quality...",Dubai,
Dumont Perfumes Factory LLC,khadlaj-perfumes.com,+97142981741,ktc-dubai@hotmail.com,"Dubai Investment Park 2, Dubai, United Arab Emirates",United Arab Emirates,Dumont Perfumes Factory LLC,"D09, C32","Committed to professionalism in the perfumes trade, DUMONT have evolved to become one of the most respected traders in the...",Dubai,
"DZD Hair & Beauty Technology Co., Ltd",beautyandperfumeintl.com,+867633986763,info@chinadzd.com,"GQ Zhong Da Fashion Technology Shijiao Town,, 511545, Qiangyuan, China",China,"DZD Hair & Beauty Technology Co., Ltd",A20,,Qiangyuan,
E.S.T. Eyup Sabri Tuncer Kozmetik Sanayi Anonim Sirketi,eyupsabrituncer.com,+905362714698,export@eyupsabrituncer.com,"İç Kapı No: Azerbaycan Cad. 1B Blok No:3B Kat 45 -47, 34485, Istanbul, Türkiye",Türkiye,E.S.T. Eyup Sabri Tuncer Kozmetik Sanayi Anonim Sirketi,E28,"As E.S.T. EYÜP SABRİ TUNCER KOZMETİK SANAYİ A.Ş., Türkiye. I would like to introduce our company and make you interest in...",Istanbul,
"e3 Co., Ltd.",,+8180-4366-1357,daisy_xyy@sina.com,"F1-9-13 NishiShinsaibashi 3, 542-0086, Osaka, Japan",Japan,"e3 Co., Ltd.",B27,"It is a cosmetics enterprise mainly engaged in the development, production and sales of eye makeup products such as mascara...",Osaka,
Easycare Intelligence Tech.Inc.,easycaregroup.cn,+863958138,liangxue@easycare.com.cn,"No.198 Dexiang Rd. Pingsha Town, 519000, ZHUHAI, China",China,Easycare Intelligence Tech.Inc.,E25,,ZHUHAI,
EC Pack Industrial Limited,ec-packing.com,+85229578208,annot@ec-packing.com,"No. 22-24 Prat Avenue, Tsim Sha Tsui, Kowloon, Hong Kong",Hong Kong,EC Pack Industrial Limited,H09,"EC Pack is a manufacturer of spray and dispensing packaging components in Hong Kong - China, with own production units in...",Kowloon,
"ECIS COSMETIC Co., Ltd",skcosmetics.ae,+8231-498-2021,kimsg1224@eciscosmetic.co.kr,"179, Gongdan 1-daero Gyeonggi-do, 15083, Siheung-si, Korea, the Republic of (South)","Korea, the Republic of (South)","ECIS COSMETIC Co., Ltd",H34,"Founded in 2015, E.CIS COSMETIC is a leading Korean OEM/ODM beauty manufacturer offering end-to-end turn-key solutions from...",Siheung-si,
